Date,Time,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,Weekend,Weekday,CO_level
3/1/2005,3:00:00,0.2,715,,0.2,387,,1791,,559,227,0.1,40,0.2499,False,True,Low
3/1/2005,4:00:00,0.2,716,,0.2,390,29,1804,27,551,221,-0.1,37.5,0.2326,False,True,Low
3/1/2005,5:00:00,0.2,731,,0.3,408,32,1727,30,561,225,-0.3,38.4,0.2347,False,True,Low
3/1/2005,6:00:00,0.2,735,,0.3,407,37,1677,33,579,232,-0.6,40.1,0.2404,False,True,Low
3/11/2005,7:00:00,0.2,987,,4.5,738,233,833,117,957,1010,3.8,59.7,0.4839,False,True,Low
3/12/2005,9:00:00,0.2,1140,,5.8,800,178,679,109,1209,782,12.6,58.5,0.8517,True,False,Low
3/12/2005,15:00:00,0.2,1038,,3.8,699,160,765,105,1042,515,17.7,35,0.7014,True,False,Low
3/13/2005,2:00:00,0.2,1023,,3.3,672,184,819,118,1069,595,12.4,53.4,0.7669,True,False,Low
5/24/2004,5:00:00,0.1,749,,0.7,466,23,1803,29,1089,307,16.1,36.5,0.664,False,True,Low
5/25/2004,5:00:00,0.1,774,,1.7,560,45,1386,51,1107,532,11.6,40,0.5462,False,True,Low
5/29/2004,6:00:00,0.1,762,,2,581,41,1588,45,1277,434,17.9,46.1,0.9383,True,False,Low
5/30/2004,5:00:00,0.1,781,,3.1,661,25,1271,37,1299,568,17.2,47.2,0.9178,True,False,Low
5/30/2004,6:00:00,0.1,781,,2.9,645,32,1295,45,1320,575,17.3,47.6,0.9295,True,False,Low
5/30/2004,13:00:00,0.1,771,,2.6,626,34,1502,41,1210,430,29.1,19.6,0.7771,True,False,Low
5/30/2004,14:00:00,0.1,783,,2.8,637,41,1498,46,1215,439,29.8,18.4,0.7595,True,False,Low
6/1/2004,5:00:00,0.1,854,,2.4,613,39,1272,41,1515,565,16.8,81.3,1.5452,False,True,Low
7/12/2004,3:00:00,0.1,761,,1.4,540,,1269,,1303,486,22.7,42.3,1.1491,False,True,Low
7/18/2004,14:00:00,0.1,889,,3.8,698,27,1132,40,1234,437,40.2,12.3,0.8983,True,False,Low
7/19/2004,2:00:00,0.1,879,,2.8,642,33,1031,51,1343,740,26.6,33,1.1338,False,True,Low
7/19/2004,4:00:00,0.1,880,,2.9,649,33,1022,50,1374,739,22.2,42.8,1.1317,False,True,Low
8/2/2004,23:00:00,0.1,1097,,9.4,956,58,708,93,1724,818,27.1,49.4,1.7398,False,True,Low
8/3/2004,0:00:00,0.1,1075,,8.1,904,44,720,74,1692,777,26.4,52.2,1.7708,False,True,Low
11/21/2004,5:00:00,0.1,808,,2.8,636,101,1120,75,862,770,4.1,52.2,0.4338,True,False,Low
11/22/2004,3:00:00,0.1,870,,3.5,684,,997,,895,936,3.7,56.3,0.4544,False,True,Low
11/22/2004,6:00:00,0.1,897,,4.2,722,201,987,108,953,959,3.7,57.9,0.4651,False,True,Low
1/18/2005,22:00:00,0.1,1021,,3.3,670,135,932,104,1187,828,11.3,71.8,0.9577,False,True,Low
1/19/2005,7:00:00,0.1,909,,2.5,622,130,1046,89,992,730,5.6,69.5,0.6362,False,True,Low
1/22/2005,15:00:00,0.1,1022,,7,857,244,770,133,1068,1088,15.8,33.8,0.6034,True,False,Low
1/22/2005,18:00:00,0.1,987,,8.6,925,310,776,148,1016,1066,13.4,27.2,0.4157,True,False,Low
1/24/2005,2:00:00,0.1,1127,,7.6,884,248,704,136,1173,983,4,80.4,0.663,False,True,Low
1/25/2005,22:00:00,0.1,853,,2.4,616,113,1071,87,870,491,4.1,52.5,0.4351,False,True,Low
1/26/2005,11:00:00,0.1,872,,3.2,662,211,1007,134,874,628,4.5,48.4,0.4131,False,True,Low
1/26/2005,12:00:00,0.1,858,,2.7,634,189,1053,130,868,566,4.3,50,0.4199,False,True,Low
3/12/2005,8:00:00,0.1,1053,,3.3,671,132,807,88,1137,570,10.6,66.1,0.8444,True,False,Low
3/12/2005,23:00:00,0.1,1028,,3.9,703,166,783,114,1070,646,12,53.3,0.7472,True,False,Low
3/13/2005,0:00:00,0.1,1017,,2.8,641,157,892,107,1044,482,12.5,55.4,0.7999,True,False,Low
3/13/2005,1:00:00,0.1,1050,,3.1,660,173,860,113,1071,526,12.3,56,0.7958,True,False,Low
3/13/2005,9:00:00,0.1,1034,,3,651,166,861,112,1060,601,12.9,49.9,0.7406,True,False,Low
3/13/2005,15:00:00,0.1,1078,,3.3,668,130,855,82,1109,509,19.9,36.6,0.8406,True,False,Low
3/14/2005,3:00:00,0.1,1077,,3.8,701,147,761,104,1122,1106,9.8,68,0.8227,False,True,Low
3/26/2005,6:00:00,0.1,1121,,4.9,757,156,672,83,1293,1113,16.1,70,1.2739,True,False,Low
10/17/2004,6:00:00,,827,,2.1,595,,1208,,1214,507,13.9,75.2,1.1884,True,False,Very low
10/17/2004,7:00:00,,789,,2.3,604,,1181,,1171,467,15.9,62.1,1.1103,True,False,Very low
10/17/2004,8:00:00,,875,,4.8,754,,961,,1296,591,15.9,61,1.0911,True,False,Very low
10/17/2004,9:00:00,,959,,5.6,792,,913,,1315,717,17.1,58.7,1.1332,True,False,Very low
10/17/2004,10:00:00,,969,,6.8,850,,846,,1351,774,19.2,51.9,1.1404,True,False,Very low
10/17/2004,11:00:00,,947,,6.2,821,,900,,1302,697,21.5,42.6,1.0798,True,False,Very low
10/17/2004,12:00:00,,960,,6.8,848,,866,,1305,701,21.6,39.9,1.0156,True,False,Very low
10/17/2004,13:00:00,,1017,,11.1,1020,,744,,1478,752,21.6,40.4,1.0309,True,False,Very low
10/17/2004,14:00:00,,979,,12.2,1057,,701,,1473,760,22,37.3,0.9768,True,False,Very low
10/17/2004,15:00:00,,843,,4.7,748,,999,,1179,505,22.1,35.2,0.9253,True,False,Very low
10/17/2004,16:00:00,,877,,5.1,769,,962,,1212,529,22.4,36,0.9621,True,False,Very low
10/17/2004,17:00:00,,1053,,12.7,1072,,733,,1495,832,20.9,40.3,0.9866,True,False,Very low
10/17/2004,18:00:00,,1047,,11.6,1037,,749,,1429,904,19.8,41.5,0.9489,True,False,Very low
10/17/2004,19:00:00,,1105,,12.7,1074,,712,,1457,1050,18.2,46,0.9538,True,False,Very low
10/17/2004,20:00:00,,1008,,9.7,968,,783,,1348,1000,17.3,50.3,0.9837,True,False,Very low
10/17/2004,21:00:00,,975,,7.8,891,,814,,1361,911,15.8,57.6,1.0271,True,False,Very low
10/17/2004,22:00:00,,954,,6.8,850,,840,,1321,858,15.5,59.7,1.0413,True,False,Very low
10/17/2004,23:00:00,,987,,8.1,904,,808,,1344,903,15.5,60.6,1.0574,True,False,Very low
10/18/2004,0:00:00,,880,,5.4,784,,922,,1252,781,15.8,59.9,1.0676,False,True,Very low
10/18/2004,1:00:00,,856,,4.4,732,,988,,1247,714,14.8,64.3,1.073,False,True,Very low
10/18/2004,2:00:00,,788,,2.4,614,,1116,,1177,625,14.8,64.7,1.0788,False,True,Very low
10/18/2004,3:00:00,,760,,1.6,555,,1226,,1158,568,13.8,67.6,1.0581,False,True,Very low
10/18/2004,4:00:00,,777,,1.8,570,,1191,,1167,616,14.5,65,1.0672,False,True,Very low
10/18/2004,5:00:00,,825,,3.1,661,,1074,,1207,710,14,67.4,1.0703,False,True,Very low
10/18/2004,6:00:00,,1011,,9.2,947,,759,,1425,953,12.6,73.6,1.0699,False,True,Very low
10/18/2004,7:00:00,,1237,,20.8,1319,,576,,1741,1271,13.3,70.4,1.0711,False,True,Very low
10/18/2004,8:00:00,,1298,,26.8,1473,,514,,1884,1447,14.4,65.8,1.0773,False,True,Very low
10/18/2004,9:00:00,,1153,,17.7,1230,,616,,1565,1296,16.8,57.8,1.0947,False,True,Very low
10/18/2004,10:00:00,,1101,,14.2,1124,,646,,1521,1217,19.7,49.3,1.1199,False,True,Very low
10/18/2004,11:00:00,,1215,,16.8,1203,,599,,1664,1341,21.1,47.2,1.1659,False,True,Very low
10/18/2004,12:00:00,,1163,,16,1179,,608,,1641,1180,22.2,43.2,1.1427,False,True,Very low
10/18/2004,13:00:00,,1285,,19.9,1293,,549,,1797,1365,21.4,47.2,1.1927,False,True,Very low
10/18/2004,14:00:00,,1288,,18.5,1253,,537,,1763,1410,19.9,55.4,1.2702,False,True,Very low
10/18/2004,15:00:00,,1362,,21.4,1334,,512,,1862,1529,20.3,54,1.2744,False,True,Very low
10/18/2004,16:00:00,,1405,,22.8,1372,,497,,1883,1573,20,56.5,1.3051,False,True,Very low
10/18/2004,17:00:00,,1610,,36.5,1697,,407,,2287,1810,19.7,57.8,1.3138,False,True,Very low
10/18/2004,18:00:00,,1612,,38.8,1745,,398,,2357,1834,19.3,59,1.3077,False,True,Very low
10/18/2004,19:00:00,,1520,,32.3,1604,,436,,2161,1672,18.5,60.3,1.2706,False,True,Very low
10/18/2004,20:00:00,,1489,,29.3,1534,,444,,2080,1686,17.8,66.3,1.341,False,True,Very low
10/18/2004,21:00:00,,1181,,14.2,1124,,597,,1606,1302,17.6,65.9,1.3175,False,True,Very low
10/18/2004,22:00:00,,995,,8,898,,761,,1409,1023,17.5,63.5,1.2622,False,True,Very low
10/18/2004,23:00:00,,998,,7.4,875,,779,,1380,992,16.5,67.2,1.2491,False,True,Very low
10/19/2004,0:00:00,,984,,7.2,864,,788,,1371,960,16.2,69.1,1.259,False,True,Very low
10/19/2004,1:00:00,,1022,,8,898,,746,,1414,955,14.9,74.7,1.2564,False,True,Very low
10/19/2004,2:00:00,,951,,6.5,835,,788,,1354,887,14.1,76.7,1.2273,False,True,Very low
10/19/2004,3:00:00,,910,,5.2,773,,842,,1303,851,14,76.6,1.2202,False,True,Very low
10/19/2004,4:00:00,,932,,5.6,792,,818,,1323,903,14.9,73.8,1.24,False,True,Very low
10/19/2004,5:00:00,,974,,7,859,,772,,1383,954,15.2,73.1,1.257,False,True,Very low
10/19/2004,6:00:00,,1117,,11.5,1031,,669,,1528,1107,15.2,73.4,1.2626,False,True,Very low
10/19/2004,7:00:00,,1367,,21.7,1343,,517,,1852,1442,15.2,74.7,1.2824,False,True,Very low
10/19/2004,8:00:00,,1583,,37.9,1726,,404,,2316,1818,15.8,71.7,1.278,False,True,Very low
10/19/2004,9:00:00,,1526,,30.1,1552,,441,,2074,1802,16.6,68.4,1.2829,False,True,Very low
10/19/2004,10:00:00,,1399,,24.5,1416,,485,,1894,1671,17.6,64.9,1.2925,False,True,Very low
10/19/2004,11:00:00,,1436,,25.2,1435,,479,,1911,1710,18.3,63.8,1.331,False,True,Very low
10/19/2004,12:00:00,,1455,,26.5,1468,,474,,1945,1746,19.4,61.1,1.3652,False,True,Very low
10/19/2004,13:00:00,,1311,,19.6,1286,,544,,1760,1495,20.9,58.1,1.4193,False,True,Very low
10/19/2004,14:00:00,,1174,,13.4,1097,,640,,1596,1203,22,54,1.4114,False,True,Very low
10/19/2004,15:00:00,,1242,,15.3,1158,,602,,1682,1252,22.8,53,1.4482,False,True,Very low
10/19/2004,16:00:00,,1267,,15.1,1151,,593,,1671,1528,21.7,57.6,1.4756,False,True,Very low
10/19/2004,17:00:00,,1401,,21.1,1326,,530,,1887,1629,21.3,60.8,1.5205,False,True,Very low
10/19/2004,18:00:00,,1428,,23.6,1393,,490,,1976,1608,21.2,61.7,1.5309,False,True,Very low
10/19/2004,19:00:00,,1478,,25.7,1447,,474,,2017,1664,21.2,62.2,1.5473,False,True,Very low
10/19/2004,20:00:00,,1518,,27.2,1483,,454,,2098,1666,20.8,65.1,1.5782,False,True,Very low
10/19/2004,21:00:00,,1468,,24.4,1415,,470,,1985,1594,19.9,69,1.5877,False,True,Very low
10/19/2004,22:00:00,,1369,,20.3,1305,,513,,1851,1421,18.8,73.7,1.5785,False,True,Very low
10/19/2004,23:00:00,,1244,,14.8,1141,,571,,1671,1337,19.2,71.3,1.5723,False,True,Very low
10/20/2004,0:00:00,,1217,,12.8,1077,,603,,1628,1270,19,71.6,1.5549,False,True,Very low
10/20/2004,1:00:00,,1103,,10,979,,666,,1520,1156,19.5,69.7,1.5596,False,True,Very low
10/20/2004,2:00:00,,1118,,9.3,951,,675,,1509,1124,19.4,70.1,1.5626,False,True,Very low
10/20/2004,3:00:00,,1087,,9.3,950,,684,,1519,1049,18.4,74.5,1.5634,False,True,Very low
10/20/2004,4:00:00,,1069,,8.8,931,,688,,1508,1044,18.7,73.4,1.5701,False,True,Very low
10/20/2004,5:00:00,,1112,,10.2,985,,645,,1544,1109,18.4,74.6,1.5631,False,True,Very low
10/20/2004,6:00:00,,1196,,13.1,1086,,594,,1659,1224,18.5,74.4,1.5661,False,True,Very low
10/20/2004,7:00:00,,1522,,26.1,1457,,458,,2043,1611,18.8,73,1.5737,False,True,Very low
10/20/2004,8:00:00,,1715,,37.9,1728,,371,,2376,2004,19.9,69.9,1.6036,False,True,Very low
10/20/2004,9:00:00,,1582,,26.2,1459,,448,,2036,1776,21.3,66.1,1.6556,False,True,Very low
10/20/2004,10:00:00,,1494,,23.1,1379,,467,,1965,1723,23,61.8,1.7135,False,True,Very low
10/20/2004,11:00:00,,1631,,26,1455,,438,,2027,1916,22.4,64.6,1.7271,False,True,Very low
10/20/2004,12:00:00,,1650,,28.1,1506,,424,,2093,1955,23.8,59.9,1.7376,False,True,Very low
10/20/2004,13:00:00,,1640,,28,1503,,431,,2094,1894,24.7,56.9,1.7472,False,True,Very low
10/20/2004,14:00:00,,1589,,24.6,1418,,452,,2015,1823,25.4,55.1,1.761,False,True,Very low
10/20/2004,15:00:00,,1538,,22.4,1362,,473,,1924,1793,25.7,54.5,1.7684,False,True,Very low
10/21/2004,4:00:00,,1015,,6.6,839,99,754,59,1473,970,21.4,69.3,1.7515,False,True,Very low
10/22/2004,4:00:00,,930,,4.6,741,125,849,48,1392,843,19.6,71.3,1.612,False,True,Very low
10/23/2004,4:00:00,,910,,4,712,94,872,42,1341,836,19.6,66.9,1.5125,True,False,Very low
10/24/2004,4:00:00,,1035,,7,855,142,731,51,1467,952,18.7,73.8,1.5704,True,False,Very low
10/25/2004,4:00:00,,882,,4.3,729,108,875,37,1319,870,15.5,78.6,1.37,False,True,Very low
10/26/2004,4:00:00,,851,,4.3,726,124,897,42,1277,799,15,77.9,1.3197,False,True,Very low
10/27/2004,4:00:00,,895,,3.1,656,80,946,51,1343,786,17,81,1.5521,False,True,Very low
10/28/2004,4:00:00,,838,,3.8,700,112,936,41,1268,744,14.6,79.9,1.3156,False,True,Very low
10/29/2004,4:00:00,,894,,2.7,636,84,1010,56,1308,687,18.2,76.6,1.5907,False,True,Very low
10/30/2004,4:00:00,,931,,5.4,784,173,826,72,1372,833,16.9,79.8,1.5238,True,False,Very low
10/31/2004,4:00:00,,844,,2.7,630,74,1035,45,1320,627,18.4,74.2,1.5581,True,False,Very low
11/1/2004,4:00:00,,1253,,16.9,1206,291,540,52,1779,1579,18.4,77.9,1.6389,False,True,Very low
11/2/2004,4:00:00,,791,,2.6,627,72,1069,38,1306,709,17.2,74,1.4388,False,True,Very low
11/3/2004,4:00:00,,836,,2.9,647,65,985,37,1271,777,16.4,74.4,1.3779,False,True,Very low
11/4/2004,10:00:00,,1473,,26.3,1463,683,462,143,1948,1605,20.6,56,1.3467,False,True,Very low
11/4/2004,11:00:00,,1360,,19.7,1287,523,517,130,1755,1478,23.6,48,1.3757,False,True,Very low
11/4/2004,12:00:00,,1305,,17.4,1223,460,545,120,1720,1414,23.7,49.8,1.4433,False,True,Very low
11/4/2004,13:00:00,,1337,,20.2,1302,417,507,139,1786,1465,24.7,47.4,1.4527,False,True,Very low
11/4/2004,14:00:00,,1414,,24.4,1414,486,478,139,1896,1588,25.9,42.8,1.4122,False,True,Very low
11/4/2004,15:00:00,,1463,,24.5,1417,512,467,156,1900,1651,26.8,43.3,1.4977,False,True,Very low
11/4/2004,16:00:00,,1530,,24.8,1425,595,457,143,1975,1652,26.6,45.5,1.5555,False,True,Very low
11/4/2004,17:00:00,,1915,,45.9,1889,1052,340,186,2603,2110,24.8,53.9,1.6683,False,True,Very low
11/7/2004,4:00:00,,854,,3.8,700,98,980,56,1151,665,17,52.3,1.0009,True,False,Very low
11/8/2004,20:00:00,,1189,,23.1,1381,,566,,1574,1426,9.5,57.9,0.6877,False,True,Very low
11/8/2004,21:00:00,,1054,,13.7,1106,,679,,1297,1239,8.6,60.5,0.6788,False,True,Very low
11/8/2004,22:00:00,,943,,8,900,,816,,1129,1064,8.5,59.7,0.6649,False,True,Very low
11/8/2004,23:00:00,,903,,7.4,872,,855,,1108,987,7.9,61.4,0.6582,False,True,Very low
11/9/2004,0:00:00,,858,,4.9,760,,940,,1049,873,7.1,63.6,0.6442,False,True,Very low
11/9/2004,1:00:00,,821,,3.7,696,,1032,,1013,783,7.2,62.2,0.6362,False,True,Very low
11/9/2004,2:00:00,,781,,2.9,645,,1088,,986,719,5.6,67.9,0.6247,False,True,Very low
11/9/2004,3:00:00,,741,,1.9,580,,1224,,952,660,5.1,68.7,0.6077,False,True,Very low
11/9/2004,4:00:00,,720,,1.4,540,,1296,,938,613,4.4,71.4,0.6024,False,True,Very low
11/9/2004,5:00:00,,733,,1.9,574,,1238,,964,627,4.1,73.1,0.6074,False,True,Very low
11/9/2004,6:00:00,,780,,3.2,666,,1099,,1003,697,3.2,76.8,0.5963,False,True,Very low
11/9/2004,7:00:00,,915,,7.4,873,,873,,1135,915,3.7,76.2,0.6137,False,True,Very low
11/9/2004,8:00:00,,1228,,22.4,1362,,575,,1543,1399,4.9,70.7,0.6193,False,True,Very low
11/9/2004,9:00:00,,1239,,22.8,1373,,550,,1593,1495,7.1,62,0.6265,False,True,Very low
11/9/2004,10:00:00,,1209,,18.5,1255,,588,,1447,1499,8.1,59.1,0.6397,False,True,Very low
11/9/2004,11:00:00,,1257,,20.4,1308,,548,,1466,1720,11.1,48.8,0.643,False,True,Very low
11/9/2004,12:00:00,,1007,,10.6,1000,,727,,1197,1210,11.3,46.5,0.6194,False,True,Very low
11/9/2004,13:00:00,,1020,,11.8,1041,,733,,1245,1123,12.5,42.3,0.6104,False,True,Very low
11/9/2004,14:00:00,,1094,,14.8,1144,,669,,1327,1209,12.5,42.8,0.6177,False,True,Very low
11/12/2004,4:00:00,,812,,1.6,549,55,1213,43,1079,531,13.8,64,1.0042,False,True,Very low
11/15/2004,4:00:00,,681,,0.4,428,24,1768,21,817,297,10.7,39.2,0.5045,False,True,Very low
11/17/2004,11:00:00,,1268,,16,1180,,593,,1323,1632,14.1,39.2,0.6278,False,True,Very low
11/20/2004,4:00:00,,714,,2.3,605,146,1278,94,738,594,9.7,22.5,0.2698,True,False,Very low
11/21/2004,7:00:00,,819,,3.6,690,127,1051,84,907,819,1.8,61.7,0.4376,True,False,Very low
11/22/2004,4:00:00,,814,,2,587,81,1146,68,876,840,4.2,54.8,0.4571,False,True,Very low
11/22/2004,5:00:00,,820,,2.3,604,116,1127,80,874,847,2.6,60.8,0.4544,False,True,Very low
11/23/2004,4:00:00,,1084,,6.1,816,226,776,94,1165,1126,7.9,81.8,0.8759,False,True,Very low
11/26/2004,4:00:00,,1090,,6.6,841,209,757,79,1202,989,8.7,77.6,0.8753,False,True,Very low
11/28/2004,2:00:00,,1046,,6.1,817,,790,,1214,957,10.5,78.6,0.9976,True,False,Very low
12/1/2004,4:00:00,,857,,2.8,638,123,2061,68,1083,746,8.5,81.7,0.9074,False,True,Very low
12/4/2004,4:00:00,,1005,,6.4,829,242,779,71,1246,944,11.6,79.7,1.0858,True,False,Very low
12/7/2004,4:00:00,,828,,2.6,627,146,1074,64,1103,748,11.9,71.4,0.9921,False,True,Very low
12/10/2004,4:00:00,,721,,0.7,470,42,2331,35,815,367,13.2,35.6,0.5375,False,True,Very low
12/13/2004,4:00:00,,869,,2.1,594,103,1326,66,935,835,6.3,64.6,0.6197,False,True,Very low
12/16/2004,4:00:00,,,,,,191,,81,,,,,,False,True,Very low
12/19/2004,4:00:00,,833,,2.7,632,120,1107,78,834,760,5.1,46.5,0.4125,True,False,Very low
12/22/2004,4:00:00,,776,,1.3,525,87,1391,72,770,585,5.1,44.8,0.3967,False,True,Very low
12/25/2004,4:00:00,,1332,,10.5,997,345,601,130,1304,1783,9.1,68.7,0.7925,True,False,Very low
12/28/2004,1:00:00,,969,,3.1,659,,945,,1082,691,11.1,65.3,0.8601,False,True,Very low
12/28/2004,2:00:00,,939,,2.9,648,,949,,1084,680,10.2,66.9,0.8323,False,True,Very low
12/28/2004,3:00:00,,961,,3,654,,925,,1084,755,9.5,70.1,0.8343,False,True,Very low
12/28/2004,4:00:00,,916,,2.5,623,,962,,1064,725,9.8,69.4,0.8397,False,True,Very low
12/28/2004,5:00:00,,835,,0.9,484,,1266,,961,432,10.7,62.5,0.802,False,True,Very low
12/28/2004,6:00:00,,885,,1.8,572,,1081,,1031,612,10.4,64.8,0.8138,False,True,Very low
12/28/2004,7:00:00,,1088,,6.6,839,,760,,1236,951,9.7,73.1,0.8772,False,True,Very low
12/28/2004,8:00:00,,1358,,15.3,1158,,529,,1537,1326,9.3,77,0.9018,False,True,Very low
12/28/2004,9:00:00,,1456,,23.4,1389,,443,,1808,1504,9.1,77.1,0.8947,False,True,Very low
12/28/2004,10:00:00,,1274,,15.3,1159,,545,,1493,1326,10.6,67.9,0.8666,False,True,Very low
12/28/2004,11:00:00,,1092,,9.2,946,,691,,1234,1043,12.7,56.7,0.8304,False,True,Very low
12/28/2004,12:00:00,,1111,,10.4,993,,662,,1287,1058,13,53.9,0.8029,False,True,Very low
12/28/2004,13:00:00,,1177,,14.8,1143,,574,,1443,1205,13.9,49,0.7727,False,True,Very low
12/28/2004,14:00:00,,1199,,14.6,1138,,581,,1452,1203,14.4,49.2,0.8027,False,True,Very low
12/28/2004,15:00:00,,1121,,10.7,1003,,656,,1323,1058,14.3,48.6,0.79,False,True,Very low
12/28/2004,16:00:00,,1252,,15.5,1164,,559,,1474,1257,13.6,52.8,0.8177,False,True,Very low
12/28/2004,17:00:00,,1233,,14.9,1144,,575,,1436,1271,13.1,54.3,0.8167,False,True,Very low
12/28/2004,18:00:00,,1215,,12.4,1063,,616,,1370,1214,12.4,59.3,0.853,False,True,Very low
12/28/2004,19:00:00,,1193,,11.2,1020,,645,,1340,1135,12.1,61.5,0.8677,False,True,Very low
12/28/2004,20:00:00,,1195,,11.3,1026,,637,,1342,1150,12,60.8,0.852,False,True,Very low
12/28/2004,21:00:00,,1301,,12.9,1080,,579,,1435,1248,11,73.8,0.9677,False,True,Very low
12/28/2004,22:00:00,,1126,,6.4,828,,722,,1250,955,9.6,82.9,0.99,False,True,Very low
12/28/2004,23:00:00,,1013,,3.6,687,,872,,1135,726,8.6,83.5,0.9372,False,True,Very low
12/29/2004,0:00:00,,982,,2.9,645,,922,,1107,708,8.7,83,0.9393,False,True,Very low
12/29/2004,1:00:00,,970,,2.8,642,,922,,1107,704,8.8,81.2,0.9214,False,True,Very low
12/29/2004,2:00:00,,959,,2.8,637,,958,,1107,667,8.9,79,0.9032,False,True,Very low
12/29/2004,3:00:00,,925,,2.2,598,,978,,1079,662,9,76.5,0.8828,False,True,Very low
12/29/2004,4:00:00,,847,,1,502,,1198,,1020,508,9,75.8,0.8721,False,True,Very low
12/29/2004,5:00:00,,885,,1.4,534,,1144,,1036,529,9.1,73.9,0.8576,False,True,Very low
12/29/2004,6:00:00,,883,,1.6,549,,1019,,1025,607,9.4,70.9,0.8386,False,True,Very low
12/29/2004,7:00:00,,892,,2,587,,1070,,1041,623,10.1,65.9,0.8148,False,True,Very low
12/29/2004,8:00:00,,970,,3.4,678,,916,,1101,732,10.1,64.6,0.7967,False,True,Very low
12/29/2004,9:00:00,,904,,2.9,644,,949,,1036,697,9.3,64.7,0.7575,False,True,Very low
12/29/2004,10:00:00,,919,,3,652,,953,,1045,712,9.9,61.3,0.7499,False,True,Very low
12/29/2004,11:00:00,,929,,3.3,668,,937,,1054,696,10.6,59.9,0.7674,False,True,Very low
12/29/2004,12:00:00,,938,,4.3,729,,874,,1060,702,11.1,55.3,0.7325,False,True,Very low
12/29/2004,13:00:00,,971,,5.5,786,,812,,1086,796,12,49.3,0.69,False,True,Very low
12/29/2004,14:00:00,,914,,4.5,739,,870,,1025,714,11.6,46.8,0.6397,False,True,Very low
12/29/2004,15:00:00,,892,,4.1,719,,918,,1019,635,12,44,0.6169,False,True,Very low
12/29/2004,16:00:00,,913,,4.5,735,,905,,1024,706,11.8,44.3,0.6141,False,True,Very low
12/29/2004,17:00:00,,928,,4.9,759,,871,,1040,775,11.3,45.4,0.6063,False,True,Very low
12/29/2004,18:00:00,,1035,,9,941,,734,,1175,965,11.3,44.1,0.5909,False,True,Very low
12/29/2004,19:00:00,,1033,,9,939,,729,,1159,979,11.2,45.1,0.5971,False,True,Very low
12/29/2004,20:00:00,,990,,7.2,865,,764,,1130,902,10.8,47.3,0.6122,False,True,Very low
12/29/2004,21:00:00,,934,,4.7,750,,891,,1035,798,10.7,47.7,0.6127,False,True,Very low
12/29/2004,22:00:00,,881,,3.3,670,,979,,978,697,10.5,46.9,0.5956,False,True,Very low
12/29/2004,23:00:00,,855,,2.7,631,,1033,,932,626,10.2,45.4,0.5632,False,True,Very low
12/30/2004,0:00:00,,832,,2.2,598,,1122,,912,537,9.7,46,0.5546,False,True,Very low
12/30/2004,1:00:00,,848,,2.8,639,,1057,,929,574,9.8,45.2,0.5489,False,True,Very low
12/30/2004,2:00:00,,806,,1.8,567,,1163,,878,490,9.4,45.4,0.5355,False,True,Very low
12/30/2004,3:00:00,,796,,1.5,545,,1210,,853,450,9.3,44,0.5153,False,True,Very low
12/30/2004,4:00:00,,777,,0.9,493,,1247,,828,438,8.8,45.2,0.5134,False,True,Very low
12/30/2004,5:00:00,,785,,1.1,505,,1226,,829,428,8.7,45.6,0.5128,False,True,Very low
12/30/2004,6:00:00,,766,,0.7,470,,1317,,810,404,8.5,44.8,0.498,False,True,Very low
12/30/2004,7:00:00,,808,,1.4,534,,1243,,853,480,8.7,43.4,0.4905,False,True,Very low
12/30/2004,8:00:00,,975,,6.2,822,,852,,1049,876,8.5,43.6,0.4865,False,True,Very low
12/30/2004,9:00:00,,943,,6.1,816,,828,,1033,868,8.8,42,0.4773,False,True,Very low
12/30/2004,10:00:00,,886,,5,764,,920,,946,740,10.8,35.1,0.4549,False,True,Very low
12/30/2004,11:00:00,,861,,4.1,716,,973,,921,628,11.7,34.4,0.4712,False,True,Very low
12/30/2004,12:00:00,,881,,4.4,734,,961,,925,636,12.6,31.7,0.4613,False,True,Very low
12/30/2004,13:00:00,,855,,4.6,741,,965,,901,616,12.5,30.3,0.4367,False,True,Very low
12/30/2004,14:00:00,,855,,4.3,725,,983,,898,613,11.4,32.8,0.4424,False,True,Very low
12/30/2004,15:00:00,,844,,3.6,689,,1040,,867,545,12.1,31.1,0.4383,False,True,Very low
12/30/2004,16:00:00,,900,,5.6,794,,906,,930,710,12.3,29.7,0.4226,False,True,Very low
12/30/2004,17:00:00,,883,,4.8,751,,962,,922,661,9.8,36.4,0.4414,False,True,Very low
12/30/2004,18:00:00,,994,,8.1,903,,781,,1079,922,9.3,40.8,0.4781,False,True,Very low
12/30/2004,19:00:00,,927,,5.2,774,,883,,976,755,8.6,45.1,0.5038,False,True,Very low
12/30/2004,20:00:00,,1078,,10.2,987,,718,,1152,1015,9.3,41.7,0.4884,False,True,Very low
12/30/2004,21:00:00,,952,,5.5,788,,849,,1018,876,8.7,44.3,0.4998,False,True,Very low
12/30/2004,22:00:00,,882,,3.1,660,,991,,922,727,8,47.6,0.5113,False,True,Very low
12/30/2004,23:00:00,,924,,4.2,724,,946,,969,781,7.7,47.2,0.4975,False,True,Very low
